Gene symbol,GSM1686435,GSM1686436,GSM1686437,GSM1686438,GSM1686439,GSM1686440,GSM1686441,GSM1686442,GSM1686443,GSM1686444,GSM1686445,Variance
MTFR1L,0.6106729503672453,0.6035779383846231,0.5320282400809999,0.5439698447559767,0.5905870713741889,0.7303388214825924,0.8009891520701089,0.4665242914245405,-1.690854003536359,-1.6275884811955437,-1.5602458252083766,4.406188852
LOC146880,0.9557139737236713,0.2566144083783797,0.8818372106570206,0.14006442352678897,0.9122393768817373,0.013497250462772193,1.0981083041633235,0.3061494040888313,-1.3296373966241,-1.8321897120533583,-1.4023972432050646,4.384913281
PPP2R5C,0.634632912802904,0.5844170575787184,0.5920422423879855,0.5717251381264519,0.6369907002110334,0.5197033180790185,0.7823708684824525,0.5616920002195218,-1.5752108603190649,-1.5518587318406847,-1.756504645728341,4.370982956
FAM226B,0.5841248439105552,0.5445769727365104,0.601461585403625,0.5747780789316834,0.521963831658594,0.6698035228835499,0.8116632945790121,0.574627324657831,-1.684661650721725,-1.6594354355636936,-1.538902368475937,4.356080815
ANXA2P1,0.4207995241207075,0.7768571807132537,0.6422739196892817,0.8720404131178097,0.34154717063497064,0.5259835290957535,0.5638759035588126,0.7042385055154794,-1.5774201671431614,-1.5910292586611943,-1.6791667206417173,4.355436998
LOC100131257,0.5019059739676676,0.5645223227231364,0.5675497046130061,0.5360649329583625,0.6130108893258804,0.6058965418846874,0.7979839227969104,0.6960620658379687,-1.555361480566156,-1.667470477584509,-1.6601643959569568,4.320766218
SNORA36A,0.5504366867111515,0.476362984980895,0.6693179137387303,0.6128543767931186,0.6667949674945122,0.5487210832650834,0.7305245896234726,0.6288498559814647,-1.5130507710802825,-1.7097346143870733,-1.6610770731210742,4.320327797
ARL17B,0.45593303294618176,0.6488959000052618,0.7964438663443694,0.6516712550492599,0.4101144442198104,0.5382349252509305,0.685732430589239,0.673672251398046,-1.702919779878553,-1.7278676986740578,-1.4299106272504836,4.319972337
CCDC175,0.5471065188255615,0.5318273516267595,0.5526439351257983,0.6968218484245615,0.4762480991317884,0.6357564520025039,0.7077941362787348,0.735019766421567,-1.6838723634040873,-1.5741751210489296,-1.6251706233842602,4.184329214
LINC00240,0.6110901273858979,0.7294711865895409,0.608466296868998,0.5844916886165438,0.6574444665177891,0.37108680657538307,0.6679912362425814,0.6498816609102555,-1.562573389065174,-1.6541810874650034,-1.6631689931768143,4.155865461
SLC22A23,0.6388122087926434,0.6872828313284985,0.7525297609188298,0.6970905185295768,0.4365157554188232,0.5229266416009551,0.6445419628943255,0.49329710237243485,-1.4955160321434795,-1.7350765349407646,-1.6424042147718394,4.12825651
LOC644189,0.3977345694917335,0.4095786248520306,0.753625158724068,0.5491729716530871,0.650752555616509,0.5854809492204607,0.8782204834531324,0.6306331777337335,-1.7004682840060734,-1.6049400296372145,-1.5497901771014728,4.112091715
LOC100133315,0.3144029991239707,0.299610816480702,0.5596635938595742,0.7786499620819588,0.6252974392242902,0.8074585135935005,0.8252505095000899,0.6195564172893147,-1.5393160906693275,-1.6285967398959404,-1.6619774205881293,4.112067456
ARAP1,0.46606967593082965,0.6418498023969986,0.6776491788024468,0.6455335063459647,0.5242825749553401,0.6682064447360823,0.7357583115185359,0.5220515993242757,-1.600529745962668,-1.7295475855386486,-1.5513237625091507,4.086391228
YWHAEP1,0.5480264201199404,0.5272177748133374,0.6262022580011353,0.6014822132008107,0.6232295943859069,0.6120690678304861,0.8374699826553872,0.49994228234378146,-1.5073514314392062,-1.7499677192358103,-1.6183204426757694,4.044369826
TCF24,0.4357157939799037,0.5973326344914535,0.5970716253820999,0.6895732537369021,0.5265991658567148,0.6843008697279662,0.658408766080121,0.692339950296047,-1.7355250234506518,-1.6103189536938844,-1.5354980824066733,4.036652501
FAM167A-AS1,0.26932421091760717,1.0308767388623252,0.39050998682536886,1.096564759697192,0.14390555538564315,0.7020708302760246,0.193759470959599,0.8195985620641032,-1.6887170650247412,-1.3049098502103593,-1.6529831997527586,4.028013216
PTGES3,0.8557987655861196,0.5468712364938836,0.7045491852794153,0.4018932351909122,0.5333350784774923,0.3253799713453643,0.8674534499013906,0.5824624473400706,-1.480495071200498,-1.8531470692865026,-1.4841012291276447,4.027183161
KPNA2,0.8682076003101455,0.23041207329210528,0.8531766168765629,0.178353545302621,1.0041149243873193,0.087591544290775,1.0564353161996878,0.3422279256638836,-1.3756197015657563,-1.7392699924057766,-1.5056298523515654,4.010344546
HACD4,0.31012816112336516,0.5711254568884714,0.7292547947807096,0.6588411008850614,0.5287094640652552,0.5880603959266659,0.7715134971484631,0.6922391075950595,-1.715930195696844,-1.7354394551894505,-1.3985023275267594,4.001570333
NEIL3,0.557657268875921,0.6900936585993913,0.5001264392536762,0.7372836365468348,0.36322826073651,0.7533985678370081,0.6644777417602897,0.5991256588408606,-1.6682451736864194,-1.4864666490679586,-1.7106794096961118,3.99220211
RYK,0.5645166980205395,0.7876899917252779,0.4654631431695217,0.4449783835538674,0.6482461781976362,0.629025259792202,0.8051204684162327,0.5208088561670867,-1.5112634996906984,-1.6896968145536375,-1.6648886647980212,3.966707194
G3BP1,0.6023616121197242,0.6522086452566083,0.6889324679710427,0.663373957349902,0.5972287435270734,0.19257878344453636,0.6890383003131589,0.7600518018733476,-1.7382052996609367,-1.531202530098118,-1.5763664820963454,3.928401442
THOC2,0.6606264789106117,0.6234489247408027,0.757892719063864,0.7227304959332173,0.4073842233316709,0.48990672588263046,0.6590884631175675,0.5454874345416321,-1.4496372592016542,-1.6853196172262108,-1.7316085890941268,3.910813367
LOC284648,0.49200310342801856,0.6355464122782902,0.5122892832211395,0.4832407482817762,0.5595528958281464,0.8130770380594436,0.6907758022909737,0.6895012779060649,-1.6893560023786818,-1.5886260918247805,-1.598004467090396,3.900487321
BASP1P1,0.7741921704078237,0.7321787555452687,0.5897585973149887,0.6462905719971356,0.4698874111122057,0.4573897497290415,0.5561478654249448,0.6516087257772056,-1.6831192833652,-1.6106381654966226,-1.5836963984467871,3.889295155
FCGR3B,0.5606849578351987,0.6536430787293397,0.7494213372350375,0.6801417302492492,0.5579180303672562,0.5398797916820168,0.5492447769581295,0.597772427934349,-1.572131907641489,-1.636122426352018,-1.6804517969970714,3.885114503
FLVCR1-AS1,0.5116266734018398,0.5431463905059084,0.7212434406969706,0.5885092266083853,0.6049079983449611,0.593727017615477,0.706335466390992,0.6205613713662387,-1.5832525246273046,-1.6465155784500312,-1.6602894818534473,3.880355154
HAPLN3,0.3495769362116505,0.6129564531473476,0.7231884330107232,0.6899047963723637,0.48142722668900845,0.4870993576916871,0.8160829558470439,0.6800053224525948,-1.7332723765077864,-1.7468908419811982,-1.3600782629334394,3.841597944
TMPO-AS1,0.593179164883822,0.6384393759725152,0.7304631029072953,0.7281007668599612,0.43264769257635904,0.47447177850529326,0.6930415523393009,0.5770723281974548,-1.5244403437285405,-1.5308830784030878,-1.8120923401103792,3.816055516
C11orf91,0.5465241356336406,0.531212988713512,0.6585542880985265,0.6709541606042654,0.5307816888002689,0.6046417989431433,0.7164563014514083,0.6182816586994552,-1.49754093444814,-1.82772258303137,-1.5521435034647124,3.784547126
